,date,partialPct,demographic_value
322,2021-07-04,0.5864197530864198,Asian
321,2021-07-05,0.5865579509858116,Asian
320,2021-07-06,0.5870646766169154,Asian
319,2021-07-07,0.5873871383821633,Asian
318,2021-07-08,0.588078127879123,Asian
317,2021-07-09,0.5884466556108348,Asian
316,2021-07-10,0.5887230514096186,Asian
315,2021-07-11,0.5888151833425466,Asian
314,2021-07-12,0.5890915791413304,Asian
313,2021-07-13,0.5894140409065782,Asian
312,2021-07-14,0.589690436705362,Asian
311,2021-07-15,0.5905656900681776,Asian
310,2021-07-16,0.5911184816657453,Asian
309,2021-07-17,0.5916252072968491,Asian
308,2021-07-18,0.591809471162705,Asian
307,2021-07-19,0.5923161967938088,Asian
306,2021-07-20,0.5929611203243044,Asian
305,2021-07-21,0.5933296480560162,Asian
304,2021-07-22,0.5938824396535839,Asian
303,2021-07-23,0.5944812972176157,Asian
302,2021-07-24,0.5947576930163995,Asian
301,2021-07-25,0.5948958909157914,Asian
300,2021-07-26,0.5954486825133591,Asian
299,2021-07-27,0.5960936060438548,Asian
298,2021-07-28,0.5968306615072784,Asian
297,2021-07-29,0.597613782937166,Asian
296,2021-07-30,0.5983969043670536,Asian
295,2021-07-31,0.5989957619310853,Asian
294,2021-08-01,0.599548553528653,Asian
293,2021-08-02,0.5999631472268289,Asian
292,2021-08-03,0.6005620047908605,Asian
291,2021-08-04,0.6009305325225723,Asian
290,2021-08-05,0.601529390086604,Asian
289,2021-08-06,0.6023585774829556,Asian
288,2021-08-07,0.6027731711811314,Asian
287,2021-08-08,0.6031416989128432,Asian
286,2021-08-09,0.6036944905104109,Asian
285,2021-08-10,0.6041551501750507,Asian
284,2021-08-11,0.6046158098396904,Asian
283,2021-08-12,0.6049382716049383,Asian
282,2021-08-13,0.6058135249677539,Asian
281,2021-08-14,0.6062281186659296,Asian
280,2021-08-15,0.6063663165653216,Asian
279,2021-08-16,0.6066887783305693,Asian
278,2021-08-17,0.607241569928137,Asian
277,2021-08-18,0.6079786253915607,Asian
276,2021-08-19,0.6082550211903446,Asian
275,2021-08-20,0.6089460106873043,Asian
274,2021-08-21,0.6090842085866961,Asian
273,2021-08-22,0.6093145384190161,Asian
272,2021-08-23,0.6099594619495117,Asian
271,2021-08-24,0.6104661875806154,Asian
270,2021-08-25,0.6110650451446471,Asian
269,2021-08-26,0.6118021006080707,Asian
268,2021-08-27,0.6124009581721025,Asian
267,2021-08-28,0.6126312880044223,Asian
266,2021-08-29,0.6128616178367422,Asian
265,2021-08-30,0.6134604754007739,Asian
264,2021-08-31,0.6138290031324857,Asian
263,2021-09-01,0.6141053989312696,Asian
262,2021-09-02,0.6144739266629814,Asian
785,2020-12-15,0.0,Black
784,2020-12-16,0.0,Black
783,2020-12-17,0.00012523481527864746,Black
782,2020-12-18,0.0005009392611145899,Black
781,2020-12-19,0.0006261740763932373,Black
780,2020-12-20,0.0008766437069505323,Black
779,2020-12-21,0.0017532874139010645,Black
778,2020-12-22,0.0020037570444583594,Black
777,2020-12-23,0.002504696305572949,Black
776,2020-12-24,0.002755165936130244,Black
775,2020-12-25,0.002755165936130244,Black
774,2020-12-26,0.0030056355666875393,Black
773,2020-12-27,0.0030056355666875393,Black
772,2020-12-28,0.004257983719474014,Black
771,2020-12-29,0.0048841577958672515,Black
770,2020-12-30,0.006261740763932373,Black
769,2020-12-31,0.007013149655604258,Black
768,2021-01-01,0.007263619286161553,Black
767,2021-01-02,0.0076393237319974956,Black
766,2021-01-03,0.0076393237319974956,Black
765,2021-01-04,0.008015028177833438,Black
764,2021-01-05,0.008515967438948028,Black
763,2021-01-06,0.009142141515341266,Black
762,2021-01-07,0.00989355040701315,Black
761,2021-01-08,0.010644959298685034,Black
760,2021-01-09,0.011020663744520976,Black
759,2021-01-10,0.011020663744520976,Black
758,2021-01-11,0.01139636819035692,Black
757,2021-01-12,0.012523481527864746,Black
756,2021-01-13,0.015153412648716343,Black
755,2021-01-14,0.017908578584846586,Black
754,2021-01-15,0.020663744520976832,Black
753,2021-01-16,0.02229179711959925,Black
752,2021-01-17,0.022542266750156543,Black
751,2021-01-18,0.024045084533500315,Black
750,2021-01-19,0.025422667501565435,Black
749,2021-01-20,0.028929242329367565,Black
748,2021-01-21,0.031809643080776454,Black
747,2021-01-22,0.03506574827802129,Black
746,2021-01-23,0.03644333124608641,Black
745,2021-01-24,0.037194740137758295,Black
744,2021-01-25,0.03894802755165936,Black
743,2021-01-26,0.04333124608641202,Black
742,2021-01-27,0.04520976831559174,Black
741,2021-01-28,0.046587351283656854,Black
740,2021-01-29,0.04771446462116469,Black
739,2021-01-30,0.048841577958672514,Black
738,2021-01-31,0.04971822166562304,Black
737,2021-02-01,0.05034439574201628,Black
736,2021-02-02,0.053224796493425174,Black
735,2021-02-03,0.0546023794614903,Black
734,2021-02-04,0.05597996242955541,Black
733,2021-02-05,0.058609893550407015,Black
732,2021-02-06,0.05973700688791484,Black
731,2021-02-07,0.059862241703193486,Black
730,2021-02-08,0.06061365059486537,Black
729,2021-02-09,0.06186599874765185,Black
728,2021-02-10,0.06286787726988102,Black
727,2021-02-11,0.06386975579211021,Black
726,2021-02-12,0.06499686912961804,Black
